web-scraper-order,web-scraper-start-url,Phone Name,Phone Price,Phone Delivery Date,Phone Image-src,Phone Descp
1602939117-119,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)",,,,
1602939117-118,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,"Redmi Note 9 Pro (Aurora Blue, 4GB RAM, 64GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI",,,,
1602939117-169,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,"Tuesday, October 20",,
1602939117-138,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,"Samsung Galaxy M31 (Space Black, 6GB RAM, 64GB Storage)",,,,
1602939117-215,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,,"Samsung Galaxy M31 (Space Black, 6GB RAM, 128GB Storage)"
1602939117-174,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,"Tuesday, October 20",,
1602939117-210,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,,"Samsung Galaxy M31s (Mirage Black, 6GB RAM, 128GB Storage)"
1602939117-148,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,"16,499",,,
1602939117-204,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,,"Redmi Note 9 Pro (Interstellar Black, 4GB RAM, 64GB Storage)- Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI"
1602939117-191,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,https://m.media-amazon.com/images/I/71OxJeyywSL._AC_UY218_.jpg,
1602939117-185,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,https://m.media-amazon.com/images/I/81TthwnRxML._AC_UY218_.jpg,
1602939117-195,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,https://m.media-amazon.com/images/I/81u6E5niDiL._AC_UY218_.jpg,
1602939117-162,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,"Tomorrow, October 18",,
1602939117-201,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,,"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL"
1602939117-159,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,"14,999",,,
1602939117-171,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,"Tomorrow, October 18",,
1602939117-170,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,"Tomorrow, October 18",,
1602939117-129,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,"Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 64GB Storage)",,,,
1602939117-123,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,"Redmi Note 9 (Aqua Green, 4GB RAM, 64GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL",,,,
1602939117-139,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,"Redmi 9 Prime (Mint Green, 4GB RAM, 128GB Storage)- Full HD+ Display & AI Quad Camera - Extra INR 500 cashback as Amazon Pay Balance | 3 Months No Cost EMI on BFL",,,,
1602939117-167,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,"Tuesday, October 20",,
1602939117-193,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,https://m.media-amazon.com/images/I/71Sinqbw35L._AC_UY218_.jpg,
1602939117-208,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,,"Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage)"
1602939117-187,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,https://m.media-amazon.com/images/I/71QLvGIAq5L._AC_UY218_.jpg,
1602939117-146,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,"16,499",,,
1602939117-216,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,,"Redmi Note 9 Pro Max (Interstellar Black, 6GB RAM, 64GB Storage) - 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange"
1602939117-218,https://www.amazon.in/s?bbn=1389401031&rh=n%3A976419031%2Cn%3A%21976420031%2Cn%3A1389401031%2Cp_36%3A1318506031&dc&fst=as%3Aoff&qid=1602936464&rnid=1318502031&ref=lp_1389401031_nr_p_36_3,,,,,"Samsung Galaxy M31 Prime Edition (Iceberg Blue, 6GB RAM, 128GB Storage) - Get Complementary 3 month Prime Membership"
